Sam	Sam Base/E
Anael suggests that we have a team dinner to lighten things up. What will be your reaction?	
Anael is saying that her teammates are what keeps her going.	
Anael has shown outstanding performance on both the offensive and defensive side. She is asking for your evaluation on her plays. Let's give her an answer.	
As Anael said, the universe is facing a new course of destiny because of the Galaxy League. Let's talk to her.	
The crowd is cheering for Anael. Anael seems to find this situation new and a bit uncomfortable. Let's help her out.	
Anael is impressed by the help she received from the elementals. Let's talk to her.	
Anael was watching penguins play soccer and suddenly decided to raise a pet penguin herself. Let's talk to her.	
The team will not have a match for some time. Anael asks you about your plan.	
It's a very intense match and Anael falls on the ground, but a player on the other team helps Anael up and the two exchange smiles.	
The next opponent is the Lab Rat Entry. You hear that all of the players on the other team are victims of experiments and this makes you feel uncomfortable.	
You're walking in a narrow ally and come across Anael having an intense staring contest with the captain of the opposing team. What should we say?	
Anael is surrounded by fans and seems to be overwhelmed. Let's talk to her.	
Anael scored a hat trick and led the team to a complete victory! Congratulate her!	
A player on the other side is on the field with his arms tied up. Let's talk about this with Anael.	
Anael falls to the ground after clashing with the opponent. What should we say to her?	
Anael lost to the opponent and fell to the ground. What should we do?	
You come across Sammy while walking the street with Anael. Let's talk to her.	
Lynia is cleaning the streets with the members of Jeneva Crew. Anael is curious and wants to take a look.	
Anael brought a drink that she says received from the coach on the other team. It looks very suspicious especially with the dark fumes coming out of it.	
Anael says she's the center of the team and asks if you agree with her. How should we answer?	
Anael asks you about your plans after winning the Galaxy League. Let's give her a sincere answer.	
Anael is getting suspicious about how all the Gate Keepers are in the form of different animals.	
Anael looks excited to see a comet shower, which is a rare sight. What should we say to her?	
Anael says she's having trouble dealing with the young players. Let's give her an answer.	
Anael wants to know what the Swirlies really are. Give her an answer.	
Anael is saying that the universe needs more than stars to brighten it up. Let's talk to her.	
Anael says she was cornered by the team which was devastated by the loss streak.	
Anael says that Bell seemed depressed when she told Bell that Minerva's throne is empty.	
Anael seems to get along with the opponent player. What should we tell her?	
Anael is deeply focused on Jill's diet story. What should we do?	
Anael says she's going to meet up with Kiki and asks if you have any questions.	
Kei and Virgil are fighting again and Anael seems to be troubled. What should we do?	
Anael is having a delightful chat with a girl that's holding a turtle.	
Anael went to take a look at the opponent team and got caught. What should we do?	
Anael claims she saw Sophie of team Atlanta coming out of the men's room. What could be the case?	
Anael seems very nervous to confront Kei of the Rescuer.	
Anael says that the captain of team Scout Entry seems to take good care of the team members.	
You enter the lodging feeling lonely on your birthday. The team greets you with a surprise and Anael hands you a present.	
Anael says that she thinks Alkyde looks at Fontus in a funny way. Let's give her an answer.	
